sample,id,Period,Year,x,y,GeneticGroup,SpawnTime,Stock
ND205,dynekilen_11,18rh,1874,11.2220227,59.0076925,Skagerrak & Kattegat,Spring,Skagerrak & Kattegat Spring-Spawner
ND206,dynekilen_12,18rh,1874,11.2220227,59.0076925,Skagerrak & Kattegat,Spring,Skagerrak & Kattegat Spring-Spawner
ND319,stavanger_8,18rh,1872,5.5573408,59.0011071,North Sea,Autumn,North Sea Autumn-Spawner
ND320,stavanger_9,18rh,1872,5.5573408,59.0011071,North Sea,Autumn,North Sea Autumn-Spawner
ND321,stavanger_10,18rh,1872,5.5573408,59.0011071,Norwegian,Spring,Norwegian Spring-Spawner
ND322,haugesund_4,18rh,1873,5.246043,59.4257685,Norwegian,Spring,Norwegian Spring-Spawner
ND323,haugesund_5,18rh,1873,5.246043,59.4257685,Norwegian,Spring,Norwegian Spring-Spawner
ND324,foldfjorden_1,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND325,foldfjorden_2,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND326,foldfjorden_3,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND328,foldfjorden_4,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND329,foldfjorden_5,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND330,foldfjorden_6,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND331,foldfjorden_7,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND332,foldfjorden_8,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND333,foldfjorden_9,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND334,foldfjorden_10,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND335,foldfjorden_11,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND336,foldfjorden_12,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND337,foldfjorden_13,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND342,foldfjorden_14,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND343,foldfjorden_15,18rh,1875,8.3968739,63.2619041,Norwegian,Spring,Norwegian Spring-Spawner
ND440,nyalodose_1,ah,1500,12.1562058,58.0327409,Skagerrak & Kattegat,Spring,Skagerrak & Kattegat Spring-Spawner
ND443,masthugget_1,17sp,1740,11.9470565,57.6965823,North Sea,Autumn,North Sea Autumn-Spawner
ND448,masthugget_2,17sp,1740,11.9470565,57.6965823,Norwegian,Spring,Norwegian Spring-Spawner
ND450,masthugget_3,17sp,1740,11.9470565,57.6965823,North Sea,Autumn,North Sea Autumn-Spawner
ND454,masthugget_4,17sp,1740,11.9470565,57.6965823,North Sea,Autumn,North Sea Autumn-Spawner
ND455,masthugget_5,17sp,1740,11.9470565,57.6965823,North Sea,Autumn,North Sea Autumn-Spawner
ND456,masthugget_6,17sp,1740,11.9470565,57.6965823,North Sea,Autumn,North Sea Autumn-Spawner
ND459,norway_1,18sp,1883,9.6931,61.86495,North Sea,Autumn,North Sea Autumn-Spawner
ND460,norway_2,18sp,1883,9.6931,61.86495,North Sea,Autumn,North Sea Autumn-Spawner
ND461,norway_3,18sp,1882,9.6931,61.86495,North Sea,Spring,North Sea Spring-Spawner
ND463,norway_4,18sp,1883,9.6931,61.86495,Norwegian,Spring,Norwegian Spring-Spawner
ND464,masthugget_7,17sp,1740,11.9470565,57.6965823,North Sea,Autumn,North Sea Autumn-Spawner
ND467,masthugget_8,17sp,1740,11.9470565,57.6965823,Britain & Ireland,Autumn,Ireland & Britain Autumn-Spawner
NorthSea13,northsea_18,mh,1979,6.166666666666670,58.1,Britain & Ireland,Autumn,Ireland & Britain Autumn-Spawner
NorthSea19,northsea_19,mh,1979,6.166666666666670,58.1,North Sea,Autumn,North Sea Autumn-Spawner
NorthSea34,northsea_20,mh,1979,6.166666666666670,58.1,North Sea,Autumn,North Sea Autumn-Spawner
NSSH33,norwegian_38,mh,2017,9.78333,67.76666,Norwegian,Spring,Norwegian Spring-Spawner
NSSH34,norwegian_39,mh,2017,9.78333,67.76666,Norwegian,Spring,Norwegian Spring-Spawner
NSSH36,norwegian_40,mh,2017,9.78333,67.76666,Norwegian,Spring,Norwegian Spring-Spawner
Z12,isleofman_1,mh,2015,-4.616666666666670,54.1,Britain & Ireland,Autumn,Ireland & Britain Autumn-Spawner
Z14,isleofman_2,mh,2015,-4.616666666666670,54.1,Britain & Ireland,Autumn,Ireland & Britain Autumn-Spawner
Z4,isleofman_3,mh,2015,-4.616666666666670,54.1,Britain & Ireland,Autumn,Ireland & Britain Autumn-Spawner
