sample_id,species,region,location,spawn,year,x,y,study,wg.depth,new.id
HER048,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.005766,budzistowo_2
HER050,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.006082,budzistowo_3
HER051,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.189824,budzistowo_4
HER052,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.004850,budzistowo_5
HER054,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.007688,budzistowo_6
HER055,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.022979,budzistowo_7
HER056,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.569305,budzistowo_8
HER057,clupea_harengus,BALTIC,KolowbrzwegBudzistowo_Poland,autumn,850,15.58678,54.1743,Atmore_2022,0.023611,budzistowo_9
HER059,clupea_harengus,BALTIC,KadriorgWreck_Estonia,autumn,1300,24.7871,59.43665,Atmore_2022,1.491634,kadriorgwreck_1
HER064,clupea_harengus,NE-ATL,BiddinghuizenColfschip_Netherlands,autumn/winter,1500,5.47386,52.52455,Atmore_2024,0.006270,netherlands_6
HER065,clupea_harengus,NE-ATL,HuisindenStruys_Veere_Netherlands,autumn/winter,1400,3.66354,51.54794,Atmore_2024,6.065631,netherlands_7
HER067,clupea_harengus,NE-ATL,HuisindenStruys_Veere_Netherlands,autumn/winter,1400,3.66354,51.54794,Atmore_2024,1.753210,netherlands_8
HER069,clupea_harengus,NE-ATL,HuisindenStruys_Veere_Netherlands,autumn/winter,1400,3.66354,51.54794,Atmore_2024,0.078740,netherlands_9
HER088,clupea_harengus,TRANS,Kaupang_Norway,autumn/winter,800,10.10676,59.03427,Atmore_2024,0.007315,kaupang_1
HER102,clupea_harengus,NE-ATL,Coppergate_York_UK,autumn/winter,1100,-1.07391,53.96142,Atmore_2024,3.629399,york_1
HER104,clupea_harengus,NE-ATL,Coppergate_York_UK,autumn/winter,1100,-1.07391,53.96142,Atmore_2024,0.655914,york_2
HER105,clupea_harengus,NE-ATL,Coppergate_York_UK,autumn/winter,955,-1.07391,53.96142,Atmore_2024,0.027706,york_3
HER106,clupea_harengus,NE-ATL,Coppergate_York_UK,autumn/winter,955,-1.07391,53.96142,Atmore_2024,1.709764,york_4
HER109,clupea_harengus,NE-ATL,Coppergate_York_UK,autumn/winter,955,-1.07391,53.96142,Atmore_2024,5.599562,york_5
HER110,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,900,11.99675,55.74726,Atmore_2022,0.858223,selso_1
HER111,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1000,11.99675,55.74726,Atmore_2022,0.033486,selso_2
HER112,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1000,11.99675,55.74726,Atmore_2022,0.815811,selso_3
HER113,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1000,11.99675,55.74726,Atmore_2022,0.051340,selso_4
HER114,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1000,11.99675,55.74726,Atmore_2022,0.017618,selso_5
HER115,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1000,11.99675,55.74726,Atmore_2022,0.016896,selso_6
HER116,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1380,11.99675,55.74726,Atmore_2022,0.313997,selso_7
HER117,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1380,11.99675,55.74726,Atmore_2022,0.036590,selso_8
HER118,clupea_harengus,TRANS,Selso-Vestby_Denmark,autumn,1380,11.99675,55.74726,Atmore_2022,3.252341,selso_9
HER121,clupea_harengus,NE-ATL,BlueBridgeLane_York_UK,autumn/winter,1300,-1.07391,53.96142,Atmore_2024,0.092312,york_6
HER123,clupea_harengus,NE-ATL,BlueBridgeLane_York_UK,autumn/winter,1300,-1.07391,53.96142,Atmore_2024,0.045446,york_7
HER124,clupea_harengus,NE-ATL,BlueBridgeLane_York_UK,autumn/winter,1300,-1.07391,53.96142,Atmore_2024,0.259538,york_8
HER127,clupea_harengus,NE-ATL,BlueBridgeLane_York_UK,autumn/winter,1300,-1.07391,53.96142,Atmore_2024,14.413158,york_9
HER128,clupea_harengus,NE-ATL,Lyminge_UK,autumn/winter,800,1.08968,51.12899,Atmore_2024,0.027791,lyminge_1
HER130,clupea_harengus,NE-ATL,Lyminge_UK,autumn/winter,800,1.08968,51.12899,Atmore_2024,0.060024,lyminge_2
HER132,clupea_harengus,NE-ATL,Lyminge_UK,autumn/winter,800,1.08968,51.12899,Atmore_2024,8.347729,lyminge_3
HER133,clupea_harengus,NE-ATL,Lyminge_UK,autumn/winter,800,1.08968,51.12899,Atmore_2024,9.478552,lyminge_4
HER134,clupea_harengus,NE-ATL,Lyminge_UK,autumn/winter,800,1.08968,51.12899,Atmore_2024,0.319027,lyminge_5
HER135,clupea_harengus,NE-ATL,Lyminge_UK,autumn/winter,800,1.08968,51.12899,Atmore_2024,19.180103,lyminge_6
HER136,clupea_harengus,NE-ATL,Lyminge_UK,autumn/winter,800,1.08968,51.12899,Atmore_2024,0.025057,lyminge_7
Herring752,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,6.814744,balsfjord_1
Herring753,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,9.595601,balsfjord_2
Herring754,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,7.211336,balsfjord_3
Herring755,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.342120,balsfjord_4
Herring756,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.598734,balsfjord_5
Herring757,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.902919,balsfjord_6
Herring758,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.050096,balsfjord_7
Herring759,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.628800,balsfjord_8
Herring760,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.926362,balsfjord_9
Herring761,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.753992,balsfjord_10
Herring762,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.604929,balsfjord_11
Herring763,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,3.172593,balsfjord_12
Herring765,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.436068,balsfjord_13
Herring766,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.483047,balsfjord_14
Herring767,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.016704,balsfjord_15
Herring768,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.115841,balsfjord_16
Herring769,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.780046,balsfjord_17
Herring770,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.759150,balsfjord_18
Herring771,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.636533,balsfjord_19
Herring772,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.463742,balsfjord_20
Herring773,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.116045,balsfjord_21
Herring774,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.935665,balsfjord_22
Herring775,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.649631,balsfjord_23
Herring776,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.184655,balsfjord_24
Herring777,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.112091,balsfjord_25
Herring778,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.819397,balsfjord_26
Herring779,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.734013,balsfjord_27
Herring780,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.483828,balsfjord_28
Herring781,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,0.749738,balsfjord_29
Herring782,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.368179,balsfjord_30
Herring783,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,0.439648,balsfjord_31
Herring784,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.339224,balsfjord_32
Herring785,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.151127,balsfjord_33
Herring786,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.584303,balsfjord_34
Herring787,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.192428,balsfjord_35
Herring788,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.512577,balsfjord_36
Herring789,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.838751,balsfjord_37
Herring790,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.279255,balsfjord_38
Herring791,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.234803,balsfjord_39
Herring792,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,2.105464,balsfjord_40
Herring793,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,1.943882,balsfjord_41
HWS11,clupea_pallasii,W-PACIFIC,Pacific_Japan,NA,2005,141.94,48.4,Han_2020,24.396560,japan_1
HWS12,clupea_pallasii,W-PACIFIC,Pacific_Japan,NA,2005,141.94,48.4,Han_2020,34.940292,japan_2
HWS13,clupea_pallasii,W-PACIFIC,Pacific_Japan,NA,2005,141.94,48.4,Han_2020,27.140489,japan_3
HWS14,clupea_pallasii,W-PACIFIC,Pacific_Japan,NA,2005,141.94,48.4,Han_2020,37.047607,japan_4
HWS21,clupea_pallasii,ARCTIC,Arctic_Pechora,NA,2010,45.99,67.78,Han_2020,34.394508,pechora_1
HWS22,clupea_pallasii,ARCTIC,Arctic_Pechora,NA,2010,45.99,67.78,Han_2020,37.470781,pechora_2
HWS23,clupea_pallasii,ARCTIC,Arctic_Pechora,NA,2010,45.99,67.78,Han_2020,33.860046,pechora_3
HWS24,clupea_pallasii,ARCTIC,Arctic_Pechora,NA,2010,45.99,67.78,Han_2020,30.269200,pechora_4
HWS31,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,37.9,64.0,Han_2020,40.614315,whitesea_1
HWS32,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,37.9,64.0,Han_2020,35.219434,whitesea_2
HWS33,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,37.9,64.0,Han_2020,47.374277,whitesea_3
HWS34,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,37.9,64.0,Han_2020,40.634326,whitesea_4
HWS41,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,32.55,67.04,Han_2020,42.831255,whitesea_5
HWS42,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,32.55,67.04,Han_2020,40.780972,whitesea_6
HWS43,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,32.55,67.04,Han_2020,36.849739,whitesea_7
HWS44,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,32.55,67.04,Han_2020,41.700229,whitesea_8
HWS51,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,34.25,66.65,Han_2020,44.649178,whitesea_9
HWS52,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,34.25,66.65,Han_2020,35.891435,whitesea_10
HWS53,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,34.25,66.65,Han_2020,38.567129,whitesea_11
HWS54,clupea_pallasii,ARCTIC,Arctic_White,NA,2010,34.25,66.65,Han_2020,40.557094,whitesea_12
HWS61,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,32.961172,balsfjord_42
HWS62,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,37.243863,balsfjord_43
HWS63,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,39.831398,balsfjord_44
HWS64,clupea_pallasii,NE-ATL,NorwegianSea_Balsfjord,NA,2011,19.28,69.27,Han_2020,38.814220,balsfjord_45
InBA,clupea_harengus,NW-ATL,Canada(Inner Baie Des Chaleurs),spring,2014,-65.85,48.0,Lamichhaney_2017,0.105637,baiedeschaleurs_1
InBB,clupea_harengus,NW-ATL,Canada(Inner Baie Des Chaleurs),spring,2014,-65.85,48.0,Lamichhaney_2017,0.031212,baiedeschaleurs_2
MB1,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,8.482446,martinezbarrio_1
MB2,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,8.525601,martinezbarrio_2
MB3,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,11.713264,martinezbarrio_3
MB4,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,6.263314,martinezbarrio_4
MB5,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,3.581390,martinezbarrio_5
MB6,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,5.078874,martinezbarrio_6
MB7,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,4.382894,martinezbarrio_7
MB8,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,4.358514,martinezbarrio_8
MHER001,clupea_harengus,NE-ATL,Karmoy_Norway,spring,2002,5.20294,59.30354,Atmore_2022,12.627665,karmoy_1
MHER002,clupea_harengus,NE-ATL,Karmoy_Norway,spring,2002,5.20294,59.30354,Atmore_2022,6.617230,karmoy_2
MHER003,clupea_harengus,NE-ATL,Karmoy_Norway,spring,2002,5.20294,59.30354,Atmore_2022,10.484755,karmoy_3
MHER005,clupea_harengus,NE-ATL,More_Norway,spring,2002,7.00714,62.84068,Atmore_2022,5.763099,more_1
MHER006,clupea_harengus,NE-ATL,More_Norway,spring,2002,7.00714,62.84068,Atmore_2022,10.050708,more_2
MHER007,clupea_harengus,NE-ATL,More_Norway,spring,2002,7.00714,62.84068,Atmore_2022,14.861273,more_3
MHER008,clupea_harengus,NE-ATL,More_Norway,spring,2002,7.00714,62.84068,Atmore_2022,10.232833,more_4
MHER009,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,18.001206,risor_1
MHER010,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,13.977349,risor_2
MHER011,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,11.985647,risor_3
MHER012,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,13.061366,risor_4
MHER013,clupea_harengus,TRANS,Maseskar_Sweden,spring,2003,11.32181,58.09425,Atmore_2022,15.456427,maseskar_1
MHER014,clupea_harengus,TRANS,Maseskar_Sweden,spring,2003,11.32181,58.09425,Atmore_2022,12.537971,maseskar_2
MHER015,clupea_harengus,TRANS,Maseskar_Sweden,spring,2003,11.32181,58.09425,Atmore_2022,11.573926,maseskar_3
MHER016,clupea_harengus,BALTIC,Kalix_Finland,spring,2002,23.30565,65.76593,Atmore_2022,15.346925,kalix_1
MHER017,clupea_harengus,BALTIC,Kalix_Finland,spring,2002,23.30565,65.76593,Atmore_2022,15.286734,kalix_2
MHER018,clupea_harengus,BALTIC,Kalix_Finland,spring,2002,23.30565,65.76593,Atmore_2022,13.421454,kalix_3
MHER019,clupea_harengus,BALTIC,Kalmarsund_Sweden,spring,2010,16.33068,56.59106,Atmore_2022,10.830396,kalmarsund_1
MHER020,clupea_harengus,BALTIC,Kalmarsund_Sweden,spring,2010,16.33068,56.59106,Atmore_2022,10.457843,kalmarsund_2
MHER021,clupea_harengus,BALTIC,Kalmarsund_Sweden,spring,2010,16.33068,56.59106,Atmore_2022,18.586982,kalmarsund_3
MHER022,clupea_harengus,TRANS,Idefjord-Inner_Norway,spring,2010,11.38076,59.07217,Atmore_2022,13.143901,idefjord_1
MHER023,clupea_harengus,TRANS,Idefjord-Inner_Norway,spring,2010,11.38076,59.07217,Atmore_2022,11.342248,idefjord_2
MHER024,clupea_harengus,TRANS,Idefjord-Inner_Norway,spring,2010,11.38076,59.07217,Atmore_2022,12.582989,idefjord_3
MHER025,clupea_harengus,BALTIC,Blekinge_Sweden,spring,2010,15.33585,56.11257,Atmore_2022,17.551036,blekinge_1
MHER026,clupea_harengus,BALTIC,Blekinge_Sweden,spring,2010,15.33585,56.11257,Atmore_2022,13.863332,blekinge_2
MHER027,clupea_harengus,BALTIC,Blekinge_Sweden,spring,2010,15.33585,56.11257,Atmore_2022,13.700411,blekinge_3
MHER028,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,12.980039,idefjord_4
MHER029,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,11.798575,idefjord_5
MHER030,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,19.558117,idefjord_6
MHER034,clupea_harengus,TRANS,Maseskar_Sweden,spring,2003,11.32181,58.09425,Atmore_2022,16.090885,maseskar_4
MHER035,clupea_harengus,TRANS,Maseskar_Sweden,spring,2003,11.32181,58.09425,Atmore_2022,16.338378,maseskar_5
MHER036,clupea_harengus,TRANS,Maseskar_Sweden,spring,2003,11.32181,58.09425,Atmore_2022,14.315568,maseskar_6
MHER037,clupea_harengus,TRANS,Maseskar_Sweden,spring,2003,11.32181,58.09425,Atmore_2022,14.035028,maseskar_7
MHER038,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,14.040622,risor_5
MHER039,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,11.233011,risor_6
MHER044,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,17.963588,idefjord_7
MHER045,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,14.185182,idefjord_8
MHER046,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,18.085933,idefjord_9
MHER052,clupea_harengus,BALTIC,Kalmarsund_Sweden,spring,2010,16.33068,56.59106,Atmore_2022,14.866189,kalmarsund_4
MHER053,clupea_harengus,NE-ATL,Karmoy_Norway,spring,2002,5.20294,59.30354,Atmore_2022,13.046422,karmoy_4
MHER054,clupea_harengus,BALTIC,Kalix_Finland,spring,2002,23.30565,65.76593,Atmore_2022,16.494953,kalix_4
MHER055,clupea_harengus,BALTIC,Kalix_Finland,spring,2002,23.30565,65.76593,Atmore_2022,15.857486,kalix_5
MHER056,clupea_harengus,BALTIC,Kalix_Finland,spring,2002,23.30565,65.76593,Atmore_2022,15.485583,kalix_6
MHER057,clupea_harengus,BALTIC,Blekinge_Sweden,spring,2010,15.33585,56.11257,Atmore_2022,12.692839,blekinge_4
MHER058,clupea_harengus,BALTIC,Blekinge_Sweden,spring,2010,15.33585,56.11257,Atmore_2022,20.206811,blekinge_5
MHER059,clupea_harengus,BALTIC,Blekinge_Sweden,spring,2010,15.33585,56.11257,Atmore_2022,11.194399,blekinge_6
MHER061,clupea_harengus,TRANS,Idefjord-Inner_Norway,spring,2010,11.38076,59.07217,Atmore_2022,17.481650,idefjord_10
MHER062,clupea_harengus,TRANS,Idefjord-Inner_Norway,spring,2010,11.38076,59.07217,Atmore_2022,12.482574,idefjord_11
MHER063,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,8.841986,idefjord_12
MHER064,clupea_harengus,TRANS,Idefjord-Outer_Norway,spring,2010,11.38076,59.07217,Atmore_2022,8.000052,idefjord_13
MHER065,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,13.881659,risor_7
MHER066,clupea_harengus,TRANS,Risor_Norway,spring,2003,9.23274,58.7203,Atmore_2022,10.863893,risor_8
ND001,clupea_harengus,TRANS,Gullholmen,UNKNOWN,UNKNOWN,11.40086,58.18524,current,0.959309,gullholmen_1
ND006,clupea_harengus,TRANS,Gullholmen,UNKNOWN,UNKNOWN,11.40086,58.18524,current,0.540317,gullholmen_2
ND009,clupea_harengus,TRANS,Gullholmen,UNKNOWN,UNKNOWN,11.40086,58.18524,current,0.068978,gullholmen_3
ND010,clupea_harengus,TRANS,Gullholmen,UNKNOWN,UNKNOWN,11.40086,58.18524,current,0.123629,gullholmen_4
ND011,clupea_harengus,TRANS,Gullholmen,UNKNOWN,UNKNOWN,11.40086,58.18524,current,1.142912,gullholmen_5
ND021,clupea_harengus,TRANS,Kalvsund,UNKNOWN,1880,11.68775,57.70265,current,1.992007,kalvsund_1
ND022,clupea_harengus,TRANS,Koster,UNKNOWN,1881,11.02689,58.90114,current,3.369805,koster_1
ND023,clupea_harengus,TRANS,Koster,UNKNOWN,1897,11.02689,58.90114,current,0.939438,koster_2
ND024,clupea_harengus,TRANS,Koster,UNKNOWN,1897,11.02689,58.90114,current,0.734637,koster_3
ND026,clupea_harengus,TRANS,Koster,UNKNOWN,1898,11.02689,58.90114,current,1.101474,koster_4
ND028,clupea_harengus,NE-ATL,Unknown_Scotland,UNKNOWN,1900,-4.29295,56.61952,current,0.856157,scotland_1
ND029,clupea_harengus,NE-ATL,Unknown_Scotland,UNKNOWN,1900,-4.29295,56.61952,current,1.541142,scotland_2
ND030,clupea_harengus,NE-ATL,Haugesund,UNKNOWN,1900,5.246043,59.4257685,current,2.072631,haugesund_1
ND031,clupea_harengus,NE-ATL,Haugesund,UNKNOWN,1900,5.246043,59.4257685,current,1.745016,haugesund_2
ND032,clupea_harengus,BALTIC,Karlskrona,UNKNOWN,1900,15.5978048,56.155779,current,0.963295,karlskrona_1
ND034,clupea_harengus,TRANS,Kalvsund,UNKNOWN,1880,11.68775,57.70265,current,0.530115,kalvsund_2
ND036,clupea_harengus,TRANS,Kalvsund,UNKNOWN,1881,11.68775,57.70265,current,2.071453,kalvsund_3
ND038,clupea_harengus,NE-ATL,Unknown_Scotland,UNKNOWN,1900,-4.29295,56.61952,current,0.457250,scotland_3
ND039,clupea_harengus,NE-ATL,Unknown_Scotland,UNKNOWN,1900,-4.29295,56.61952,current,1.208249,scotland_4
ND040,clupea_harengus,NE-ATL,Haugesund,UNKNOWN,1900,5.246043,59.4257685,current,0.802547,haugesund_3
ND141,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND142,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,1.697049,scotland_5
ND143,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND144,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND145,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND146,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND147,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND148,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND149,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND150,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND151,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND152,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND153,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND154,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND155,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND156,clupea_harengus,NE-ATL,Firth_of_Forth__East_Coast_of_Scotland,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,
ND157,clupea_harengus,NE-ATL,Millport_Bay__East_Coast_of_Scotland,UNKNOWN,1890,-4.9254889,55.7449326,current,77.791860,scotland_6
ND158,clupea_harengus,NE-ATL,Campbelltown__East_Coast_of_Scotland,UNKNOWN,1890,-5.605374,55.424117,current,16.491886,scotland_7
ND159,clupea_harengus,NE-ATL,East_Coast_of_Scotland,UNKNOWN,1902,NA,NA,current,NA,
ND160,clupea_harengus,NE-ATL,Røvær,UNKNOWN,1881,5.108007,59.4392627,current,NA,
ND161,clupea_harengus,NE-ATL,Røvær,UNKNOWN,1881,5.108007,59.4392627,current,0.946490,rovaer_1
